filename,label,tumorBorder
11.jpg,1,"[231.9163763066202, 276.5156794425087, 232.80836236933797, 292.57142857142856, 239.94425087108013, 319.33101045296166, 253.32404181184668, 329.14285714285717, 267.59581881533103, 334.49477351916374, 284.54355400696863, 333.602787456446, 302.38327526132406, 328.25087108013935, 318.4390243902439, 309.5191637630662, 318.4390243902439, 284.54355400696863, 308.62717770034845, 264.9198606271777, 288.11149825783974, 253.32404181184668, 277.4076655052265, 246.18815331010452, 257.7839721254355, 247.0801393728223, 242.62020905923345, 251.54006968641116, 233.70034843205576, 262.2439024390244]"
12.jpg,1,"[240.83623693379792, 248.86411149825784, 231.9163763066202, 258.6759581881533, 230.13240418118468, 272.9477351916376, 230.13240418118468, 286.32752613240416, 234.59233449477352, 306.8432055749129, 242.62020905923345, 324.6829268292683, 254.21602787456445, 334.49477351916374, 268.4878048780488, 341.6306620209059, 286.32752613240416, 343.4146341463415, 298.81533101045295, 340.73867595818814, 308.62717770034845, 330.03484320557493, 319.33101045296166, 315.7630662020906, 325.57491289198606, 294.35540069686414, 319.33101045296166, 276.5156794425087, 311.30313588850174, 261.35191637630663, 300.5993031358885, 249.7560975609756, 286.32752613240416, 240.83623693379792, 267.59581881533103, 239.94425087108013, 252.43205574912892, 241.72822299651568]"
13.jpg,1,"[242.62020905923345, 246.18815331010452, 256.89198606271776, 241.72822299651568, 265.81184668989545, 238.1602787456446, 274.7317073170732, 237.26829268292684, 291.6794425087108, 240.83623693379792, 299.7073170731707, 247.0801393728223, 308.62717770034845, 255.10801393728224, 314.87108013937285, 265.81184668989545, 320.2229965156794, 277.4076655052265, 325.57491289198606, 295.2473867595819, 324.6829268292683, 306.8432055749129, 314.87108013937285, 322.89895470383277, 305.05923344947735, 334.49477351916374, 290.78745644599303, 345.198606271777, 281.86759581881535, 347.8745644599303, 265.81184668989545, 345.198606271777, 251.54006968641116, 337.1707317073171, 244.404181184669, 330.03484320557493, 239.05226480836237, 319.33101045296166, 234.59233449477352, 305.05923344947735, 232.80836236933797, 283.65156794425087, 230.13240418118468, 267.59581881533103, 232.80836236933797, 251.54006968641116, 238.1602787456446, 244.404181184669]"
14.jpg,1,"[237.26829268292684, 252.43205574912892, 250.64808362369337, 247.97212543554008, 266.70383275261327, 241.72822299651568, 280.08362369337976, 241.72822299651568, 291.6794425087108, 244.404181184669, 304.1672473867596, 254.21602787456445, 313.97909407665503, 270.2717770034843, 317.54703832752614, 287.219512195122, 316.6550522648084, 303.2752613240418, 313.08710801393727, 319.33101045296166, 304.1672473867596, 328.25087108013935, 298.81533101045295, 333.602787456446, 295.2473867595819, 338.9547038327526, 287.219512195122, 339.8466898954704, 273.8397212543554, 341.6306620209059, 256.0, 338.06271777003485, 248.86411149825784, 336.2787456445993, 242.62020905923345, 329.14285714285717, 241.72822299651568, 309.5191637630662, 236.37630662020905, 289.89547038327527, 236.37630662020905, 275.62369337979095, 235.4843205574913, 258.6759581881533, 236.37630662020905, 253.32404181184668]"
15.jpg,1,"[247.0801393728223, 275.62369337979095, 258.6759581881533, 263.13588850174216, 272.05574912891984, 253.32404181184668, 286.32752613240416, 253.32404181184668, 295.2473867595819, 261.35191637630663, 303.2752613240418, 272.9477351916376, 307.73519163763063, 289.89547038327527, 305.9512195121951, 304.1672473867596, 300.5993031358885, 314.87108013937285, 298.81533101045295, 320.2229965156794, 290.78745644599303, 329.14285714285717, 280.08362369337976, 332.7108013937282, 267.59581881533103, 332.7108013937282, 254.21602787456445, 325.57491289198606, 245.29616724738676, 318.4390243902439, 244.404181184669, 310.411149825784, 241.72822299651568, 297.0313588850174, 240.83623693379792, 284.54355400696863, 244.404181184669, 276.5156794425087]"
16.jpg,1,"[245.24624927303392, 195.17514004645616, 241.66974147113552, 196.19699941842714, 238.0932336692371, 198.7516478483546, 237.07137429726612, 201.30629627828202, 237.07137429726612, 204.88280408018042, 246.2681086450049, 211.52488999799178, 250.3555461328888, 215.10139779989018, 257.50856173668564, 217.6560462298176, 265.68343671245344, 215.61232748587565, 270.2818038863228, 215.10139779989018, 273.85831168822125, 213.05767905594823, 276.41296011814865, 208.97024156806432, 276.41296011814865, 202.328155650253, 276.41296011814865, 196.70792910441264, 274.8801710601922, 195.17514004645616, 268.23808514238084, 196.70792910441264, 259.0413507946421, 196.70792910441264, 251.88833519084525, 195.68606973244167, 246.2681086450049, 194.6642103604707]"
17.jpg,1,"[247.97212543554008, 211.4006968641115, 262.2439024390244, 221.21254355400697, 274.7317073170732, 214.96864111498257, 290.78745644599303, 201.58885017421602, 293.4634146341463, 181.9651567944251, 281.86759581881535, 165.90940766550523, 264.0278745644599, 161.44947735191639, 249.7560975609756, 164.12543554006967, 237.26829268292684, 175.7212543554007, 231.9163763066202, 190.88501742160278, 244.404181184669, 208.72473867595818]"
18.jpg,1,"[265.1962721626605, 162.17038225774203, 248.66125279520443, 164.7142313911968, 241.6656676782038, 171.70981650819743, 238.48585626138532, 174.25366564165222, 238.48585626138532, 178.70540162519808, 237.21393169465793, 183.15713760874394, 237.21393169465793, 186.9729113089261, 237.21393169465793, 194.6044587092904, 239.121818544749, 197.1483078427452, 239.75778082811271, 198.4202324094726, 242.3016299615675, 201.60004382629106, 244.20951681165857, 204.14389295974584, 248.66125279520443, 204.14389295974584, 253.1129887787503, 204.14389295974584, 260.1085738957509, 204.14389295974584, 266.46819672938784, 209.23159122665538, 272.1918572796611, 209.23159122665538, 279.8234046800254, 207.959666659928, 285.5470652302987, 203.50793067638213, 288.72687664711714, 199.05619469283627, 288.72687664711714, 189.51676044238087, 288.72687664711714, 181.88521304201655, 286.1830275136624, 174.25366564165222, 278.55148011329806, 167.25808052465158, 269.0120458628426, 164.0782691078331]"
19.jpg,1,"[268.645356369878, 169.05000474006957, 256.85116999266387, 170.36046989309338, 248.3331464980092, 174.94709792867667, 245.7122161919616, 183.4651214233313, 248.98837907452108, 195.25930780054549, 256.19593741615193, 200.50116841264065, 262.093030604759, 201.81163356566447, 268.645356369878, 201.81163356566447, 274.5424495584851, 201.15640098915256, 279.7843101705803, 196.56977295356927, 285.0261707826755, 190.0174471884503, 285.0261707826755, 183.4651214233313, 283.71570562965167, 178.22326081123614, 280.43954274709216, 174.29186535216476, 277.8186124410446, 171.01570246960526]"
20.jpg,1,"[268.98362845860436, 270.7455299550581, 248.4281109999774, 275.44393394560143, 241.38050501416242, 284.84074192668805, 238.44400252007287, 292.4756484113209, 238.44400252007287, 304.22165838767916, 239.03130301889078, 312.44386537112996, 243.7297070094341, 320.07877185576285, 250.77731299524905, 327.7136783403957, 254.30111598815654, 333.58668332857485, 261.34872197397146, 339.459688316754, 267.80902746096854, 342.9834913096615, 280.7296384349626, 347.68189530020476, 290.12644641604925, 341.80889031202565, 295.4121509054105, 335.9358853238465, 301.8724563924075, 329.4755798368495, 311.26926437349414, 321.8406733522166, 315.9676683640374, 313.6184663687658, 319.49147135694494, 308.3327618794046, 325.36447634512405, 307.15816088176877, 327.7136783403957, 297.17405240186423, 324.1898753474882, 286.0153429243239, 315.3803678652195, 282.49153993141636, 301.2851558935896, 280.1423379361447, 286.0153429243239, 273.6820324491477, 276.03123444441934, 270.7455299550581]"
21.jpg,1,"[286.5028023383427, 269.30077072796604, 274.6393322622208, 271.0802912393843, 268.70759722415994, 273.4529852546087, 258.62364765945637, 274.0461587584148, 245.5738305757223, 274.0461587584148, 235.48988101101872, 279.3847202926696, 233.11718699579436, 290.6550168649853, 234.89670750721265, 301.9253134373011, 238.4557485300492, 316.1614775286473, 245.5738305757223, 330.9908151237996, 255.0646066366198, 341.6679381923093, 266.92807671274164, 349.3791937417885, 280.57106730028175, 351.75188775701287, 289.4686698573732, 348.1928467341763, 290.0618433611792, 341.0747646885032, 295.40040489543406, 336.92255016186056, 303.7048339487194, 330.9908151237996, 307.85704847536203, 328.0249476047692, 312.6024365058108, 326.838600597157, 318.5341715438717, 323.27955957432044, 324.46590658193264, 317.9409980400656, 327.4317741009631, 314.38195701722907, 330.3976416199935, 309.63656898678033, 332.7703356352179, 302.5184869411072, 332.7703356352179, 293.6208843840158, 329.2112946123814, 286.5028023383427, 321.50003906290215, 278.7915467888635, 314.9751305210351, 276.4188527736391, 304.2980074525255, 274.0461587584148, 299.55261942207676, 273.4529852546087, 288.282322849761, 271.0802912393843]"
22.jpg,1,"[259.4222383622198, 268.2375571415185, 239.902603922344, 272.0155509040751, 234.2356132785091, 277.68254154791, 231.08728514304528, 290.90551971685807, 232.3466163972308, 317.3514760547543, 236.75427578688019, 334.9821136133517, 246.82892582036445, 341.90843551137215, 266.97822588733294, 346.9457605281143, 283.3495321917449, 347.5754261552071, 292.1648509710436, 338.7601073759083, 300.3505041232496, 329.9447885966096, 312.9438166651049, 326.166794834053, 323.0184666985892, 319.87013856312535, 333.7227823591662, 311.0548197838266, 334.352447986259, 297.8318416148785, 329.9447885966096, 287.75719158139424, 319.2404729360326, 277.0528759208172, 297.8318416148785, 271.3858852769823, 277.68254154791, 267.6078915144257, 263.8298977518691, 266.3485602602402]"
23.jpg,1,"[232.80836236933797, 305.05923344947735, 234.59233449477352, 326.4668989547038, 243.5121951219512, 339.8466898954704, 253.32404181184668, 346.0905923344948, 269.37979094076655, 342.5226480836237, 275.62369337979095, 346.0905923344948, 280.08362369337976, 346.98257839721254, 286.32752613240416, 339.8466898954704, 293.4634146341463, 329.14285714285717, 302.38327526132406, 323.79094076655053, 314.87108013937285, 317.54703832752614, 316.6550522648084, 300.5993031358885, 307.73519163763063, 284.54355400696863, 299.7073170731707, 273.8397212543554, 293.4634146341463, 267.59581881533103, 280.9756097560976, 264.0278745644599, 267.59581881533103, 265.81184668989545, 256.89198606271776, 265.81184668989545, 247.97212543554008, 270.2717770034843, 240.83623693379792, 274.7317073170732, 235.4843205574913, 282.7595818815331, 231.9163763066202, 299.7073170731707]"
24.jpg,1,"[279.191637630662, 256.89198606271776, 285.4355400696864, 250.64808362369337, 294.35540069686414, 241.72822299651568, 301.4912891986063, 232.80836236933797, 317.54703832752614, 236.37630662020905, 322.89895470383277, 245.29616724738676, 330.9268292682927, 260.45993031358887, 335.3867595818815, 274.7317073170732, 334.49477351916374, 284.54355400696863, 326.4668989547038, 289.89547038327527, 321.1149825783972, 293.4634146341463, 313.08710801393727, 297.9233449477352, 301.4912891986063, 298.81533101045295, 294.35540069686414, 301.4912891986063, 282.7595818815331, 300.5993031358885, 278.29965156794424, 294.35540069686414, 274.7317073170732, 276.5156794425087, 274.7317073170732, 264.0278745644599, 275.62369337979095, 257.7839721254355]"
25.jpg,1,"[280.9756097560976, 248.86411149825784, 274.7317073170732, 256.89198606271776, 275.62369337979095, 264.0278745644599, 277.4076655052265, 275.62369337979095, 277.4076655052265, 283.65156794425087, 283.65156794425087, 290.78745644599303, 296.13937282229966, 291.6794425087108, 301.4912891986063, 294.35540069686414, 300.5993031358885, 301.4912891986063, 294.35540069686414, 315.7630662020906, 289.89547038327527, 327.3588850174216, 285.4355400696864, 338.9547038327526, 280.08362369337976, 349.6585365853659, 289.0034843205575, 346.0905923344948, 297.9233449477352, 336.2787456445993, 308.62717770034845, 317.54703832752614, 316.6550522648084, 303.2752613240418, 319.33101045296166, 291.6794425087108, 321.1149825783972, 284.54355400696863, 323.79094076655053, 277.4076655052265, 328.25087108013935, 270.2717770034843, 328.25087108013935, 253.32404181184668, 320.2229965156794, 239.05226480836237, 310.411149825784, 231.02439024390245, 305.9512195121951, 228.34843205574913, 297.9233449477352, 229.2404181184669, 293.4634146341463, 238.1602787456446, 286.32752613240416, 241.72822299651568, 280.08362369337976, 247.97212543554008, 280.08362369337976, 250.64808362369337, 279.191637630662, 249.7560975609756]"
26.jpg,1,"[207.40607836181033, 363.75025418276886, 204.24761016340713, 372.1728360451774, 203.7211987970066, 376.9105383427822, 204.24761016340713, 382.17465200678754, 206.8796669954098, 386.38594293799184, 210.56454656021353, 389.0179997699945, 214.7758374914178, 392.1764679683977, 220.56636252182366, 391.12364523559665, 224.77765345302794, 390.0708225027956, 230.0417671170333, 384.8067088387902, 232.67382394903595, 379.5425951747849, 232.67382394903595, 373.752070144379, 227.93612165143114, 364.80307691556993, 223.19841935382635, 360.0653746179651, 217.934305689821, 358.48614051876353, 213.1966033922162, 360.0653746179651, 210.038135193813, 362.17102008356727]"
27.jpg,1,"[178.39721254355402, 161.44947735191639, 188.20905923344947, 163.2334494773519, 191.77700348432055, 170.36933797909407, 198.9128919860627, 170.36933797909407, 207.83275261324042, 167.69337979094075, 221.21254355400697, 165.01742160278746, 223.8885017421603, 156.98954703832752, 226.56445993031357, 148.06968641114983, 227.45644599303137, 143.609756097561, 227.45644599303137, 140.04181184668988, 220.3205574912892, 134.68989547038328, 213.18466898954705, 132.90592334494772, 208.72473867595818, 132.01393728222996, 203.37282229965157, 131.1219512195122, 199.8048780487805, 131.1219512195122, 199.8048780487805, 135.58188153310104, 196.23693379790942, 135.58188153310104, 195.34494773519162, 140.04181184668988, 189.99303135888502, 140.04181184668988, 186.42508710801394, 140.93379790940767, 184.6411149825784, 144.50174216027875, 180.18118466898954, 145.39372822299651, 178.39721254355402, 148.06968641114983, 178.39721254355402, 153.42160278745644, 175.7212543554007, 160.5574912891986, 174.82926829268294, 161.44947735191639]"
28.jpg,1,"[201.6789912940717, 169.64762208854268, 184.476959683695, 170.83396909615485, 172.61348960757314, 172.61348960757314, 162.52954004286954, 176.17253063040968, 161.34319303525737, 186.84965369891938, 166.6817545695122, 196.34042975981686, 173.2066631113792, 203.45851180549, 181.51109216466452, 208.79707333974483, 189.81552121794985, 211.1697673549692, 206.42437932452046, 208.79707333974483, 215.32198188161183, 202.8653383016839, 220.6605434158667, 198.71312377504123, 224.81275794250934, 186.84965369891938, 230.74449298057027, 186.25648019511328, 230.15131947676417, 179.13839814944015, 225.40593144631544, 174.9861836227975, 212.94928786638746, 170.24079559234875, 206.42437932452046, 170.24079559234875]"
29.jpg,1,"[199.76211282737, 172.78459276708207, 190.76960614060735, 174.7115584856741, 182.41942136004207, 168.9306613298981, 171.49994895468743, 168.9306613298981, 160.5804765493328, 172.78459276708207, 156.08422320595147, 177.92316801666072, 154.7995793935568, 183.06174326623938, 156.08422320595147, 188.84264042201536, 159.93815464313545, 199.11979092117267, 167.64601751750342, 206.82765379554064, 172.14227086088476, 213.89319476371128, 177.92316801666072, 220.31641382568458, 183.7040651724367, 226.09731098146057, 190.12728423441, 231.23588623103922, 196.55050329638334, 232.5205300434339, 205.54300998314596, 232.5205300434339, 215.17783857610596, 228.02427670005255, 216.4624823885006, 226.09731098146057, 219.67409191948727, 223.52802335667124, 225.45498907526323, 215.17783857610596, 225.45498907526323, 207.46997570173798, 225.45498907526323, 197.19282520258068, 225.45498907526323, 188.84264042201536, 228.02427670005255, 184.34638707863405, 231.23588623103922, 183.06174326623938, 231.23588623103922, 179.85013373525274, 228.02427670005255, 176.63852420426608, 222.8857014504739, 171.49994895468743, 216.4624823885006, 169.57298323609544, 209.39694142032997, 170.21530514229275, 205.54300998314596, 171.49994895468743, 202.33140045215933, 172.14227086088476]"
30.jpg,1,"[190.8616841006837, 153.25696567192446, 178.09027029469, 156.8045806180338, 171.70456339169314, 161.77124154258692, 163.19028752103065, 168.86647143480565, 156.09505762881193, 171.70456339169314, 154.6760116503682, 178.09027029469, 156.09505762881193, 190.15216111146182, 157.5141036072557, 198.66643698212428, 160.3521955641432, 204.34262089589927, 166.02837947791815, 205.05214388512113, 170.28551741324938, 208.5997588312305, 173.12360937013688, 216.4045117126711, 178.09027029469, 222.79021861566795, 180.92836225157748, 229.1759255186648, 183.76645420846498, 234.8521094324398, 194.40929904679305, 236.27115541088352, 206.4711898635649, 233.43306345399603, 217.11403470189296, 229.1759255186648, 223.49974160488983, 220.66164964800234, 228.46640252944292, 209.30928182045238, 228.46640252944292, 196.53786801445867, 224.91878758333357, 187.31406915457433, 217.82355769111484, 170.28551741324938, 212.85689676656173, 163.19028752103065, 205.761666874343, 158.22362659647754, 195.82834502523679, 154.6760116503682]"
31.jpg,1,"[175.3729991034094, 149.56338791460576, 168.75515008063925, 156.18123693737593, 160.15194635103802, 161.47551615559206, 154.8576671328219, 162.7990859601461, 152.21052752371384, 170.07871988519327, 154.8576671328219, 176.03478400568642, 156.84302183965295, 180.0054934193485, 158.82837654648398, 183.97620283301063, 160.81373125331504, 189.27048205122676, 161.47551615559206, 193.24119146488886, 164.1226557647001, 198.535470683105, 165.44622556925415, 199.85904048765903, 167.4315802760852, 200.52082538993605, 170.7405047874703, 203.1679649990441, 172.06407459202433, 203.1679649990441, 174.71121420113238, 208.46224421726023, 176.69656890796344, 213.75652343547637, 177.35835381024046, 220.37437245824654, 181.32906322390255, 227.65400638329373, 183.97620283301063, 230.9629308946788, 187.2851273443957, 234.27185540606388, 197.21190087855095, 237.58077991744898, 201.84439519449006, 232.94828560150987, 207.1386744127062, 229.63936109012477, 218.38901775141548, 225.00686677418565, 223.0215120673546, 220.37437245824654, 226.9922214810167, 210.4475989240913, 230.9629308946788, 203.1679649990441, 230.9629308946788, 193.90297636716588, 224.34508187190863, 181.32906322390255, 217.72723284913846, 169.41693498291625, 213.09473853319935, 162.7990859601461, 206.4768895104292, 156.84302183965295, 199.85904048765903, 154.19588223054487, 191.91762166033482, 150.8869577191598, 186.62334244211868, 148.23981811005171, 182.6526330284566, 150.22517281688278, 178.02013871251748, 150.22517281688278]"
32.jpg,1,"[219.87162265580443, 189.91636071359673, 215.67788598389535, 187.51993975822012, 213.28146502851874, 192.9118869078175, 212.08325455083042, 200.7002550127915, 210.88504407314213, 209.6868335954538, 210.28593883429795, 222.26804361118104, 206.69130740123305, 238.44388505997318, 206.69130740123305, 249.22777935916795, 206.69130740123305, 258.21435794183026, 212.68235978967456, 264.2054103302718, 215.67788598389535, 268.998252241025, 219.87162265580443, 276.18751510715487, 230.05641171615503, 276.78662034599904, 239.6420955376615, 270.79556795755747, 252.2233055533887, 254.61972650876532, 254.02062126992118, 246.2322531649472, 251.02509507570042, 239.04299029881733, 247.4304636426355, 232.45283267153164, 246.83135840379134, 217.47520170042782, 236.04746410459657, 208.48862311776548, 234.2501483880641, 197.70472881857074, 228.85820123846673, 192.9118869078175, 224.66446456655765, 191.11457119128505]"
33.jpg,1,"[219.17937884873683, 205.12941866612547, 229.71684898569532, 210.74940273917002, 233.9318370404787, 219.17937884873683, 240.9568171317844, 231.82434301308703, 247.2792992139595, 236.03933106787042, 254.30427930526517, 245.87430319569836, 254.30427930526517, 248.68429523222062, 252.89928328700404, 255.00677731439572, 248.68429523222062, 262.734255414832, 241.65931514091497, 264.1392514330931, 240.9568171317844, 267.6517414787459, 236.741829077001, 269.75923550613766, 227.6093549583036, 273.27172555179044, 223.39436690352022, 276.08171758831276, 221.2868728761285, 278.891709624835, 217.7743828304757, 281.7017016613573, 214.26189278482286, 282.40419967048786, 210.74940273917002, 280.9992036522267, 207.93941070264776, 274.6767215700516, 207.93941070264776, 272.5692275426599, 209.3444067209089, 265.54424745135424, 211.4519007483006, 262.0317574057014, 212.15439875743115, 253.6017812961346, 212.15439875743115, 250.79178925961233, 212.15439875743115, 241.65931514091497, 211.4519007483006, 234.6343350496093, 211.4519007483006, 229.71684898569532, 210.74940273917002, 221.2868728761285, 211.4519007483006, 216.36938681221454, 212.15439875743115, 212.15439875743115, 213.55939477569228, 210.04690473003944]"
34.jpg,1,"[258.50203310385575, 125.50878221968942, 251.01756443937884, 127.81169565491308, 246.41173756893153, 131.26606580774856, 245.8360092101256, 137.0233493958077, 245.2602808513197, 142.78063298386687, 246.41173756893153, 147.9621882131201, 249.866107721767, 151.41655836595558, 254.47193459221432, 154.29520015998517, 259.07776146266167, 154.87092851879106, 260.22921818027345, 149.68937328953783, 261.3806748978853, 143.35636134267278, 261.3806748978853, 137.0233493958077, 261.3806748978853, 132.99325088416632, 261.3806748978853, 126.66023893730124]"
