filename,xmin,xmax,ymin,ymax,label
41.jpg,221.3650618443264,278.41791283513214,178.004895091314,238.8612694815068,1
42.jpg,263.13588850174216,350.55052264808364,237.26829268292684,304.1672473867596,1
43.jpg,265.5442474513541,336.4965463735414,233.93183704047865,300.66914790788246,1
44.jpg,273.34823523595315,325.5139289832725,239.9621912376688,294.2145127348809,1
45.jpg,136.1722441138342,206.82765379554064,149.66100414397818,248.57857769836716,1
46.jpg,137.59884106749848,216.2267502489262,146.11686456215315,250.95407680405677,1
47.jpg,144.50174216027875,216.75261324041813,149.85365853658536,241.72822299651568,1
48.jpg,154.26807863772783,215.34564446572617,151.74941612935675,243.0509320578079,1
49.jpg,328.767261281826,378.04859613515924,270.0347115251138,317.96587282082146,1
50.jpg,316.1545013647991,384.3315819973773,265.3558922660153,357.5954719453859,1
51.jpg,307.8292423109138,387.7133409866767,265.1325688807647,361.5444121101337,1
52.jpg,305.74462485198154,387.8059527343316,268.0228854221916,362.65812644780493,1
53.jpg,305.9936132310562,371.51687088224594,283.71570562965167,358.412219352008,1
54.jpg,306.16032843643984,363.56539001827235,284.5562730024169,336.406006044072,1
55.jpg,312.0406910276423,355.74851831697515,287.6970910183936,324.7657546688405,1
56.jpg,308.01210461649896,351.2202154845449,314.1846918833627,350.6029567578585,1
57.jpg,306.7775871631261,348.1339218511129,294.4324126293987,350.6029567578584,1
58.jpg,324.8369668200827,358.2518993260271,284.8486049687066,319.35910903222293,1
59.jpg,216.9019322201389,283.14495476304614,226.2814752350638,291.3520549011055,3
60.jpg,241.34816213437094,308.01210461649896,233.9410574141345,305.54306970975347,1
61.jpg,238.40793874564258,312.2296862760192,230.54168695961883,311.6245899847866,1
62.jpg,248.98837907452105,323.68489279687736,169.05000474006954,250.29884422754483,1
63.jpg,244.38507506966772,327.30143982544786,167.70302345341995,253.11311346501302,1
64.jpg,245.1120735510329,328.33617294277894,165.87817070546646,251.38238240931514,1
65.jpg,241.95878618283484,327.4546159425894,158.13934524189898,249.78193400398885,1
66.jpg,250.31921860617118,326.24542709335105,169.05444858473646,238.45574853004933,1
67.jpg,184.55981418193502,238.96364000422184,355.3465079025316,408.3730216786846,1
68.jpg,176.7346428104561,240.86620096108575,351.97785403601387,433.2608754129747,1
69.jpg,175.27673099099283,240.65773382096634,353.33563231517604,407.5879538123881,1
70.jpg,181.3290632239025,234.27185540606382,360.672771740974,397.07094136620987,1
71.jpg,237.01678338681512,269.1328786966817,380.8968903750173,411.0860199662918,1
72.jpg,234.46888670846175,270.6228193528504,381.74299468633905,409.92179512975963,1
73.jpg,205.83191667525597,302.07414392614356,172.11201223698876,284.5116936978794,1
74.jpg,184.89236069890174,296.4765222435021,159.59130081378885,286.7453453646125,1
75.jpg,167.49105680667589,292.1648509710437,153.63841301063502,284.60886344593047,1
76.jpg,165.9661015591281,284.41493752663865,157.01357325925812,277.5283772959694,1
77.jpg,172.11975014861622,270.3908237131978,158.16409473116084,277.95013706431945,1
78.jpg,178.39721254355402,267.59581881533103,160.5574912891986,268.4878048780488,1
79.jpg,206.39495157882308,262.684483827593,205.3525528334755,264.7692813182882,1
80.jpg,344.30662020905925,437.0731707317073,135.58188153310104,325.57491289198606,1
81.jpg,335.1521233326668,441.9937869377674,161.5344199743783,335.1521233326668,1
82.jpg,330.16477786634636,444.7347777071469,160.28512292998695,341.45246257972576,1
83.jpg,331.24181174654734,446.1374955257926,163.176316856694,330.0195172382575,1
84.jpg,329.6003936306775,437.9621668791195,168.75088646502155,329.03600939500853,1
85.jpg,328.6854573424241,426.9132951688957,179.45470372143845,297.2021759877858,1
86.jpg,323.60257484867026,407.5865461796319,199.09486909927264,288.95184541841337,1
87.jpg,239.397624558042,323.56085194172863,316.70310748824306,390.2680025347247,1
88.jpg,234.6700825612031,335.78808561603046,312.89344341493745,396.20450253558136,1
89.jpg,235.4483588657523,342.08909138001167,315.7284608708689,400.80140478673866,1
90.jpg,235.79283359419347,331.46793623058085,324.6780902370308,404.92172470625894,1
91.jpg,223.4532087721006,249.48659231836473,177.3524254089245,215.8601385711069,1
92.jpg,234.07604297230588,262.2676831842989,196.48718935631516,221.68880712158168,1
93.jpg,166.429074434022,236.53896012079505,229.3314017791642,284.3709382061636,1
94.jpg,161.95402234840418,240.79201813309908,227.3467785419108,282.3500314149537,1
95.jpg,194.20099850487185,236.20901591195405,244.4728881887571,278.9056893421032,1
96.jpg,290.1264464160492,340.6342893143898,288.36454491959546,333.5866833285748,1
97.jpg,279.553435106374,336.82779742085063,280.23527275297494,336.82779742085063,1
98.jpg,279.2732287609011,334.8631605521705,282.5821532722861,330.23066623623134,1
99.jpg,182.0506516424436,227.7337739647047,179.32330105603995,263.87116923455307,1
100.jpg,178.92478710457826,218.200959883632,175.8076305348121,266.8286023719843,1
101.jpg,171.16762592462453,237.84338718596084,177.13858961966957,260.7320813503002,1
102.jpg,175.30147837892906,264.1867350217663,146.90757695135605,249.37252558129344,1
103.jpg,175.9141128230354,250.23441630253487,152.73163283860438,207.96048221327828,1
104.jpg,120.19687155573816,186.972911308926,283.6391783802075,368.2221620675788,1
105.jpg,118.28898470564711,194.60445870929038,278.551480113298,373.30986033448846,1
106.jpg,116.17848791665836,199.68177610675656,266.24236814234206,381.8157597677678,1
107.jpg,116.12537742141554,212.78840108505193,269.87797210787073,379.51589827669324,1
108.jpg,117.46009976358276,212.01548007326687,261.34872197397164,377.63422073991853,1
109.jpg,124.5821984887228,204.5940414836353,260.4412339096145,368.9136653523817,1
110.jpg,139.14982578397212,198.9128919860627,261.35191637630663,346.98257839721254,1
111.jpg,238.1602787456446,266.70383275261327,179.28919860627178,206.94076655052265,1
112.jpg,231.7518795420839,313.43987885848424,161.56070975910288,223.2805314648276,1
113.jpg,253.9973270912322,299.1046748199077,170.76353068712862,215.8708784158041,1
114.jpg,253.00827477995992,303.42491454415665,167.90128655415987,216.46777440040447,1
115.jpg,196.34042975981666,260.40316817087466,181.51109216466435,258.62364765945637,1
116.jpg,186.97475399087193,266.2423681423419,175.47792445745262,260.19140523001596,1
117.jpg,144.50174216027875,259.5679442508711,142.7177700348432,312.1951219512195,1
118.jpg,195.17514004645622,255.97577267872921,193.64235098849974,259.04135079464214,1
119.jpg,124.61388967958406,149.17720447219438,206.69130740123316,233.6510431492201,1
120.jpg,153.3641032324956,245.00850638362104,271.8160528836101,353.48555501148377,1
121.jpg,164.07826910783314,246.11740366174968,263.28838531256946,355.5029164003051,1
122.jpg,167.9679426619233,247.84081050115955,264.87252496687904,350.0310972954765,1
123.jpg,182.00500606931385,245.386941090257,275.0427088523497,344.2395002972326,1
124.jpg,186.972911308926,272.191857279661,182.52117532538017,289.36283893048073,1
125.jpg,331.52776464469406,376.31074898177974,264.01908676341566,335.53818115249277,1
126.jpg,326.2995283482441,374.4736713130439,265.27894725949767,326.9418502544414,1
127.jpg,330.85936189339446,379.6527627382789,271.3715170277134,320.16491787259787,1
128.jpg,297.1799254068523,383.78325696254177,131.09134434114642,236.08305451482477,1
129.jpg,296.8203571598897,387.2424527185316,128.42558499633196,241.12558815637837,1
130.jpg,297.7132694564379,389.5250713749766,135.69244254136967,257.8831495064836,1
131.jpg,288.3023336652349,370.86163830573406,161.8424463984387,243.7465184624259,1
132.jpg,199.22411913498323,273.8660397812438,191.70622784687066,277.0879931904349,1
133.jpg,196.39735425793222,272.99232241852576,190.0144402445494,288.70411075916036,1
134.jpg,189.35270032440746,271.1388431875318,189.35270032440746,287.5849697415296,1
135.jpg,205.7323336045673,274.93320945337626,91.02097183717218,172.69047396504587,1
136.jpg,205.75841078497652,280.192977994012,87.19477873058437,178.11128582162053,1
137.jpg,200.41308113237454,275.15921861764247,97.16997873084827,178.45640324607712,1
138.jpg,204.89399168470052,273.19198891293405,110.23536394732426,168.9476773540513,1
139.jpg,186.41213545928377,234.55831614082064,317.2709855167942,381.4658930921767,1
140.jpg,182.72638125124038,235.25323090756027,315.7198942108588,383.8930395094867,1
141.jpg,188.35422873854984,236.861893126012,312.7196236042773,378.25657442563573,1
142.jpg,252.34306261137232,295.69033717038104,230.1533863490226,276.08085582225806,1
143.jpg,249.09038345097062,295.7398192209404,228.4061996661727,275.9358134695381,1
144.jpg,327.58417216063873,390.53171896797716,158.0111889245434,222.88570145047382,1
145.jpg,264.68801110579625,396.3832715334351,151.15761418541797,280.9066392372789,1
146.jpg,262.3349588417075,400.6009136194545,137.03143732437428,290.7288602692806,1
147.jpg,264.427079268644,400.5737447959778,140.9874358571946,295.8920864127389,1
148.jpg,265.03217555987663,395.1278781748846,137.96195440103168,296.4971827039716,1
149.jpg,269.46007567235233,387.77233326930394,146.45702372133655,292.9140474426731,1
150.jpg,275.313144627479,372.1728360451772,155.29135308815736,278.99802419228274,1
151.jpg,155.04763722297898,219.46081003987834,304.96502174372705,367.0980822485237,1
152.jpg,139.14982578397212,221.21254355400697,304.1672473867596,371.9581881533101,1
153.jpg,153.75259468645513,216.68087183660765,306.8564442476509,368.48723114728483,1
154.jpg,186.36965769963928,290.4462197916456,272.89842734590036,416.3062483680254,1
155.jpg,183.13026370593911,291.0166728378368,261.1404364628497,414.39446379380183,1
156.jpg,182.65045513237115,297.17405240186434,261.3487219739716,406.41194518199626,1
157.jpg,184.6038074508735,296.8998921019983,256.91153025062215,401.52697585011947,1
158.jpg,188.87026772139527,292.5941032733091,261.6317643025885,395.8018998423775,1
159.jpg,196.1969994184271,274.88017106019214,267.21622577040984,388.8174910349558,1
160.jpg,249.10227009721254,305.5350498217527,257.08266318957175,315.22552714818886,1
161.jpg,243.13821244176123,309.84536303475727,253.11311346501296,319.820264058009,1
162.jpg,248.71465100415512,305.71175852594064,256.77484802743794,317.22632570205894,1
163.jpg,304.9016330141705,329.9192029025127,165.22020113759325,194.9285653799996,1
164.jpg,199.49026943942755,278.2805439239073,232.45924954286235,288.89767310975924,1
165.jpg,194.19553643741594,279.9514001063603,213.55976371750015,289.3568819281155,1
166.jpg,188.6629000716776,279.3981364697865,194.19553643741594,290.4634092012632,1
167.jpg,186.336305498219,273.86603978124407,201.37208807444415,285.14287671341293,1
168.jpg,187.34885912291438,260.17412097633564,209.6662780779951,272.5074314515118,1
169.jpg,304.1284978858063,390.39268879751535,159.30540365446998,249.3475883287356,1
170.jpg,282.94376131550626,390.90133900821513,145.92068193629882,256.8441271480382,1
171.jpg,274.2693329479658,394.07863470682025,145.65052370684265,264.87252496687915,1
172.jpg,271.57498864863237,391.1573910577009,147.5222160560472,264.8694333733575,1
173.jpg,278.59795155381835,378.55294180595166,157.3759420991035,254.6725549509141,1
174.jpg,280.2980155697546,363.4530935221151,168.6459727011357,242.45778346783774,1
175.jpg,197.78327858400846,239.2539660290425,312.0935067978843,359.9443000036928,1
176.jpg,187.8381897557045,259.56760837120703,302.39884394737044,372.58014561433697,1
177.jpg,180.4356078398904,259.6624102670504,297.67295709626586,378.7315931055568,1
178.jpg,183.35244789390921,256.6934270514729,299.4037619726423,371.01907103238096,1
179.jpg,188.15848060251324,248.90566301925756,302.94698763675086,354.22707668984674,1
180.jpg,204.77402152980753,275.8395559938795,297.94883338270193,363.22384281636806,1
181.jpg,201.1912902652085,277.72099158618494,291.19792012069655,372.54081020399855,1
182.jpg,200.22492344632062,276.0949056490744,290.9097542448784,369.02441047729945,1
183.jpg,203.5858981630254,268.1278071696988,293.2274384500718,351.7932447709421,1
184.jpg,201.74480697287586,245.9828248874101,186.67471295803452,239.17697597748173,1
185.jpg,202.80332025821954,248.21475074860967,179.58156603017915,239.9581270230842,1
186.jpg,209.0367879477992,234.80178739252796,209.0367879477992,233.3433911975433,1
187.jpg,182.04337695132332,236.84701137384212,345.5011735332707,396.4923812133534,1
188.jpg,176.95207165813696,259.108390642272,347.58442647134046,414.1845193756393,1
189.jpg,174.4282481489204,264.87252496687915,339.4596883167542,407.5865461796322,1
190.jpg,176.79751477510695,264.5603098792967,339.6038593162126,417.1912578865833,1
191.jpg,177.5680282347242,256.8511699926638,341.3761723626986,427.21163988575717,1
192.jpg,150.74564459930315,227.45644599303137,259.5679442508711,336.2787456445993,1
193.jpg,139.14982578397212,232.80836236933797,247.97212543554008,352.33449477351917,1
194.jpg,137.5339665549723,248.46938297431316,235.4944804691271,369.78472139780285,1
195.jpg,123.50821401899239,252.9233426215018,232.5176376966248,373.7465954661683,1
196.jpg,129.27744379349005,253.07702979912034,237.73902799311304,371.94654379567686,1
197.jpg,150.6820784271693,256.915166167858,238.69107998640095,366.70417316346516,1
198.jpg,301.4912891986063,355.9024390243902,312.1951219512195,368.390243902439,1
199.jpg,307.5620878630281,356.24952262126806,310.530833884872,368.12450670864365,1
200.jpg,256.4351682957425,301.20956276007854,175.60866400298013,223.290486679286,1
201.jpg,254.1408794708496,308.90345391749713,171.73118006084607,236.06391314865527,1
202.jpg,251.36461349406696,307.7454613805867,176.19014964537405,234.33289902834747,1
203.jpg,255.04766295102016,276.349612226839,371.3447914298149,394.9496541408574,1
204.jpg,279.3923500433109,386.3367902512768,294.76561332320597,383.6631792460776,1
205.jpg,274.0852321979906,389.5250713749768,282.8613603225568,392.9005052690407,1
206.jpg,272.57675182894945,393.13954590713865,285.6814033591874,398.38140651923385,1
207.jpg,274.3445477133021,374.8312134455,287.10475923485103,394.5032062078879,1
208.jpg,274.69205525835946,364.85458359996386,284.9696491625838,377.4679943006028,1
209.jpg,140.93379790940767,293.4634146341463,63.33101045296167,241.72822299651568,2
210.jpg,134.68989547038328,297.0313588850174,64.22299651567944,239.94425087108013,2
211.jpg,268.6401982139794,380.40427462675444,211.74212294929387,272.29793162385204,1
212.jpg,267.8964775543309,378.39074456117555,204.31015408812783,308.0288292502131,1
213.jpg,264.15064765449694,383.70819417510097,198.24071816236906,304.5140928473504,1
214.jpg,262.80022737257144,386.7312819651104,196.96185462028512,307.61458193505206,1
215.jpg,270.5373554903016,393.28570190150924,191.97841378712874,295.08702477254315,1
216.jpg,299.9814889003899,392.0500065730222,197.28968072706922,262.54703665986904,1
217.jpg,291.31854955579286,384.0108153235451,210.71657932296478,256.199119668632,1
218.jpg,248.89961727737932,316.9581063766627,228.96820261258918,272.7200884621285,1
219.jpg,261.1000377346649,315.32040847391994,226.35688755222967,276.89237872668093,1
220.jpg,262.93717381726776,318.8113232534372,232.8089559840392,289.77867697778055,1
221.jpg,235.89436953890257,307.5877563595494,138.76139384641328,211.84239460552428,1
222.jpg,230.25547652336766,316.1294452267548,127.39544807645342,219.87510668010108,1
223.jpg,230.91273087256886,321.33329496161684,122.99141244370509,225.07914609263025,1
224.jpg,233.2065200389203,325.2750377115526,118.37380843624155,225.11258441934822,1
225.jpg,236.2601835875127,320.3610308316273,120.56075211873076,222.1623537026611,1
226.jpg,243.91996576309404,309.03207161361195,128.72162464294695,207.35701401626474,1
227.jpg,229.37743627030702,287.46930094956537,210.58300946231165,235.78462722757814,1
228.jpg,218.693363900064,289.60753858874693,210.75891078804355,253.90249958465483,1
229.jpg,224.04438352346355,287.5875338626366,213.63645372653002,276.6318182869171,1
230.jpg,234.53971770320828,275.1932687717644,224.63692962240614,276.23566751711195,1
231.jpg,221.72441130247375,310.1421213310676,146.90942589366358,225.35180453441606,1
232.jpg,223.6523970950769,303.49283153478285,142.32425269686712,229.60323692909228,1
233.jpg,223.27627277565793,324.9512802867699,150.21332767973325,231.9620774374112,1
234.jpg,223.59453087705828,326.7920066664698,151.1478180754007,231.933720839839,1
235.jpg,223.15649377557563,314.8986078833123,153.73002904539655,232.08275352659865,1
236.jpg,271.10185369627476,337.42968586274196,300.5808902147046,370.067190579575,1
237.jpg,271.4673951613901,339.08381277538945,304.023448086649,352.6070962981893,1
238.jpg,273.32904754637883,341.52706137425724,309.3075272823462,350.6559293669654,1
239.jpg,200.41308113237454,234.51600636002803,233.5816796414622,267.6846048691157,1
240.jpg,182.3668184913194,231.17385128827289,140.1553306669272,174.45216452424586,1
241.jpg,181.75348664588626,225.90413117525134,130.6123233993717,169.24413736256614,1
242.jpg,151.14781807540083,223.07333150438467,262.1632844549194,335.6523960019246,1
243.jpg,154.5033592706506,224.2945963243713,266.1693385566037,338.8484888677197,1
244.jpg,166.38549569490925,223.95833157550067,264.83504505072057,328.16516451937116,1
245.jpg,173.3262065010397,221.17699970684822,267.43276647246313,314.75188419820705,1
246.jpg,197.33976696233896,234.90444341456083,279.9820551572271,324.5588045471971,1
247.jpg,198.93147316648793,236.9296197263789,279.39813646978644,330.80739358022714,1
248.jpg,190.08166523873302,248.69474356883228,274.98846095055904,334.1493250594442,1
249.jpg,186.07915888887774,255.36989673338476,273.81017374039067,331.36618985316665,1
250.jpg,187.14976898271766,252.01417755059137,275.93957415349564,331.2338240802077,1
251.jpg,206.11075245251752,242.38163905729016,283.83408089131603,324.710794366536,1
252.jpg,232.33109789864372,256.1388782486814,126.01704426657884,155.1610512467974,1
253.jpg,250.8190297294656,273.4304280690167,181.7286459141704,211.45844743469135,1
254.jpg,236.64345643554086,282.6574618535627,191.177236796305,236.0956706567549,1
255.jpg,227.67449744420253,283.0032160968439,197.7842701261089,265.8322344460242,1
256.jpg,219.66209729317586,284.30081918992084,199.3940234780948,271.15396049905746,1
257.jpg,214.80918338757127,285.00035317055233,197.86648723305862,271.0831384722026,1
258.jpg,215.69536135467507,282.19211783448424,201.16665825824617,261.51665573572,1
259.jpg,224.90218952533104,280.51658965251886,201.06744661367912,255.45955223257712,1
260.jpg,231.55476513278506,270.70979830392656,204.55129398027367,249.10702138191746,1
261.jpg,265.157452931652,324.46898845583735,282.0205365610773,330.86533052217106,1
262.jpg,255.656837912205,331.3363496324846,279.18744239666165,342.7836707330311,1
263.jpg,270.3593222886304,333.9369711373265,270.97658101531675,318.50550297016724,1
264.jpg,267.1379584859444,347.1642003599665,268.2894152035562,340.25546005429555,1
265.jpg,271.5749886486324,344.21850413077686,269.33980355687413,345.33609667665604,1
266.jpg,282.02832175119477,340.06107257307525,277.68942449348407,334.09508884372303,1
267.jpg,259.8402669169013,333.6013749449249,278.83934019684676,356.5120221354474,1
268.jpg,267.9621951141586,327.282070368438,287.7354868655851,342.96433624025894,1
269.jpg,154.15725748735952,202.9737223583567,130.39134695805825,188.20031851581808,1
270.jpg,139.93311490877667,211.6181492129219,114.89245224089032,194.43338071535285,1
271.jpg,136.0676403201898,210.49780254661843,113.38970026682485,208.7533456194365,1
272.jpg,129.26521055432823,207.94838219609326,114.44824966074911,209.4811712540497,1
273.jpg,135.45221656055242,200.92078789815275,116.82753678347646,200.35640366248379,1
274.jpg,140.36232673703825,196.71992762387939,130.79216809587655,197.25160310394392,1
275.jpg,335.8394757810644,391.8127217445751,187.06847993068058,253.35258699273277,1
276.jpg,318.36993111982116,396.226752281522,151.25051244789012,256.8779195016626,1
277.jpg,315.32040847391943,392.70287933479784,145.8159484929477,252.15104450585545,1
278.jpg,315.79555522621456,391.03926152560143,143.64707566246582,248.53224201918692,1
279.jpg,318.36993111982116,387.30049253049896,164.63990207442464,244.97623983363187,1
280.jpg,322.39663185684265,378.0879676292608,170.65051511915286,238.6041633552227,1
281.jpg,312.62518227794885,356.75424712330556,303.05502363678715,350.3741413625311,1
282.jpg,314.2217568810748,354.07427238794276,305.5359522193215,350.49776458604435,1
283.jpg,301.4699387859259,334.3664956241295,65.30212029076245,92.79774988687295,1
284.jpg,302.4703741034084,352.54148332998614,64.88807012015687,105.25151531301036,1
285.jpg,321.4922863126482,353.4867032490594,75.85773047826531,106.3040304661405,1
286.jpg,243.65019449879102,306.71259778083106,78.11138588343594,126.12480656408005,1
287.jpg,239.7752964643972,313.6085432415439,73.10222453182841,133.777070893246,1
288.jpg,238.99059902392338,311.67630432317014,69.19679144488292,134.32318339300804,1
289.jpg,246.42915636635146,307.3379501167649,69.84953411744657,127.9643465031621,1
290.jpg,251.63102108935823,334.81482971393945,109.17874881976286,190.28296222872956,1
291.jpg,251.09193044670275,339.21554065155516,98.98816488764243,193.95242063351077,1
292.jpg,253.6684821158623,337.19347012962186,98.99257838667798,193.73156942080337,1
293.jpg,256.8622517716315,333.11078662035334,104.36518207418796,187.2854637221729,1
294.jpg,178.51609221495005,237.24614209674144,165.14192243988865,227.94237181843786,1
295.jpg,174.94010709349783,243.17590802787265,158.91156324985275,232.18490653508744,1
296.jpg,173.56582017715758,241.40316538724383,161.9540223484041,232.23595657507002,1
297.jpg,246.66273977207712,279.30927885955793,112.44919019021164,150.5368191256059,1
298.jpg,243.9003279426461,281.7530874769367,120.70030870368137,154.62495168252673,1
299.jpg,183.63678236707952,285.20379286146425,109.72864526625492,195.42581037089204,1
300.jpg,163.39632532011126,298.9697469479435,95.60961450619513,223.59497149067857,1
301.jpg,165.28490209825995,296.05442758188326,91.39282821903785,223.13461783265092,1
302.jpg,166.2571662282497,292.1653710619242,85.07311137410439,218.27329718270212,1
303.jpg,190.42687468849113,286.13621535223797,84.79946763471871,219.1892672195653,1
304.jpg,334.1591842789336,440.1425076509835,125.93312541855335,240.02105587199523,1
305.jpg,328.8688159730336,446.41372480714523,119.47187455270361,248.57857769836718,1
306.jpg,329.13100476140824,445.3606295328393,115.67082849849152,258.7226743710221,1
307.jpg,333.77275873414095,445.4180020737839,116.87861412118873,257.59813958053036,1
308.jpg,341.4899861411678,442.7387715058298,130.60494206802557,254.61972650876544,1
309.jpg,343.14561528673283,417.07995015936774,146.17551703826285,251.150984872691,1
310.jpg,346.65241300207947,396.62990812814616,156.84426661903905,248.8241246702043,1
311.jpg,254.47143313281373,356.49727578746166,277.6051997812514,361.8358373217165,1
312.jpg,250.628427367947,351.3224092243849,274.4187637406219,360.17462740956626,1
313.jpg,249.90026225428798,343.48639285559017,272.1585852081112,354.1096833562785,1
314.jpg,248.40186800393712,355.2472129750629,266.8421813492076,343.3152455163585,1
315.jpg,220.70380852959082,248.6274047425804,110.620400382228,131.026105307105,1
316.jpg,165.60205992539764,243.05093205780793,291.53518534395096,370.8730543576396,1
317.jpg,186.01259113544464,243.9153432398632,288.0661917194824,372.7489666721945,1
318.jpg,282.1638986227008,340.8767906593436,227.44120313223763,286.1540951688804,1
319.jpg,282.06596104851,338.8801949089919,226.58853269062772,283.4027665511096,1
320.jpg,180.92072679118212,259.4843178295366,228.95675102606174,256.79070899393594,1
321.jpg,177.34280177823354,264.48914171839743,227.01621554412696,259.2603613219876,1
322.jpg,175.97227357429048,258.7418409867038,233.0067654046929,310.9075347340231,1
323.jpg,177.2166500000561,228.57561544593221,242.12083710198746,313.79763503194647,1
324.jpg,176.1901496453741,237.85670202125505,252.5392144917029,310.68196387467634,1
325.jpg,181.83895689018493,233.14148391249418,250.81235433128958,311.23533060200936,1
326.jpg,115.33479308134832,203.8620396627076,111.59420519762892,204.48547097666082,1
327.jpg,115.14567176118291,212.62047310357042,113.43558752710594,220.03083811790398,1
328.jpg,117.82851833716123,211.96664674409956,114.71136176739506,219.44782251153836,1
329.jpg,122.05441206685384,207.26220917012915,113.99421504357103,229.1398868047539,1
330.jpg,129.92666970933516,219.1892672195654,119.51269999980829,227.61962365108715,1
331.jpg,138.35702614085687,219.18926721956535,127.44715311182873,223.65239709507688,1
332.jpg,222.41280160634233,315.81585750134917,262.1478032854336,311.68754563858647,1
333.jpg,268.4150316051276,308.4033934565037,260.7460307021239,300.7343925535001,1
334.jpg,254.31906116003125,301.0307254547309,134.47297296958982,170.80426742102284,1
335.jpg,256.4415245805015,301.51913632316774,124.71472582137669,170.29319991673927,1
336.jpg,190.87149734316935,267.4327664724629,121.75368493477934,199.37830502420198,1
337.jpg,188.83890168833992,271.16805699758567,120.90295534924202,196.32337035281682,1
338.jpg,192.6402760115493,262.46458317431154,121.56910622088063,196.3808638952687,1
339.jpg,204.3835673760997,259.65348982146753,124.93305386088349,189.99035840595184,1
340.jpg,130.9371426752007,150.69059092361462,141.6604431529111,165.3645810510078,1
341.jpg,161.82406616284092,247.45859144745714,291.5351853439508,358.279741815784,1
342.jpg,169.57331739527973,249.99595689524696,289.27212967430074,365.3307499765953,1
343.jpg,172.11975014861625,254.69071136856053,283.7649934882592,367.4989259929915,1
344.jpg,176.0878815287182,250.5866006370221,286.1428074841671,367.9785216561676,1
345.jpg,181.69132266663513,280.94359743676716,284.740132537264,353.0777643462074,1
346.jpg,182.86049235674574,285.578423248498,283.32088630582206,362.89906353514664,1
347.jpg,183.88378617988877,279.9778937964758,286.50280233834286,365.3948783445532,1
348.jpg,181.8852130420164,248.02529051184055,296.35842404748126,364.4063883673965,1
349.jpg,327.4546159425894,374.95229914245306,173.785640884207,207.31341726058133,1
350.jpg,331.8529590006921,380.7447393322858,165.0097586191287,213.90153895072237,1
